,Object Name,Object Classification,Epoch (TDB),Orbit Axis (AU),Orbit Eccentricity,Orbit Inclination (deg),Perihelion Argument (deg),Node Longitude (deg),Mean Anomoly (deg),Perihelion Distance (AU),Aphelion Distance (AU),Orbital Period (yr),Minimum Orbit Intersection Distance (AU),Orbital Reference,Asteroid Magnitude,Close-Approach (CA) Date,CA DistanceNominal (au),CA DistanceMinimum (au),V relative(km/s),V infinity(km/s),H(mag),Diameter,Rarity,PHA
1019,2010 SC41,Apollo Asteroid (Hazard),57800.0,1.8645,0.6076,0.2477,266.3911,236.7381,138.8722,0.7317,3.0,2.55,0.0011,39.0,19.8,1932-Apr-24 18:32 ± < 00:01,0.01842,0.01841,15.27,15.26,19.7,0.68,2.0,True
1025,1998 BY7,Apollo Asteroid (Hazard),57800.0,2.0216,0.6071,3.2822,90.4332,122.0438,199.7055,0.7943,3.25,2.87,0.024,38.0,21.5,1932-Jun-29 13:06 ±    00:51,0.03184,0.03163,15.5,15.5,21.5,0.3,1.0,True
1026,2014 WD201,Amor Asteroid (Hazard),57800.0,2.0964,0.5019,8.4658,199.7977,105.7145,328.9043,1.0442,3.15,3.04,0.0415,15.0,19.4,1932-Jul-16 21:33 ±    00:08,0.03316,0.03314,8.23,8.22,19.2,0.86,2.0,True
1027,2011 AM24,Apollo Asteroid (Hazard),57800.0,1.1787,0.1501,9.1333,214.877,127.2213,40.1216,1.0018,1.36,1.28,0.0106,75.0,20.5,1932-Jul-28 11:22 ± < 00:01,0.02664,0.02664,5.92,5.91,20.5,0.515,1.0,True
1028,2005 PA5,Amor Asteroid (Hazard),57800.0,1.3216,0.2268,15.328,149.0194,133.0748,233.9715,1.0219,1.62,1.52,0.0336,16.0,21.8,1932-Aug-03 21:36 ± < 00:01,0.03833,0.03833,9.32,9.31,21.8,0.26,1.0,True
1029,2016 BV14,Apollo Asteroid (Hazard),57800.0,2.3616,0.7115,7.7262,260.1411,139.0167,124.2122,0.6813,4.04,3.63,0.0058,7.0,21.7,1932-Aug-10 05:45 ± 6_01:07,0.04838,0.01021,20.74,20.74,21.7,0.27,1.0,True
1030,2000 QW7,Amor Asteroid (Hazard),57800.0,1.9459,0.4686,4.168,190.7685,158.6996,18.7466,1.034,2.86,2.71,0.0295,58.0,19.8,1932-Aug-28 20:50 ± < 00:01,0.03398,0.03398,6.65,6.63,19.8,0.64,1.0,True
1033,1999 GS6,Apollo Asteroid (Hazard),57800.0,1.191,0.4973,2.0207,134.8695,314.5161,320.4468,0.5987,1.78,1.3,0.0189,54.0,19.1,1932-Sep-08 17:29 ±    00:04,0.01896,0.01895,14.71,14.7,19.3,0.491,2.0,True
1036,2016 KR3,Apollo Asteroid (Hazard),57544.0,1.2969,0.5176,24.1902,269.038,208.3729,57.6859,0.6256,1.97,1.48,0.0295,7.0,21.2,1932-Oct-18 18:25 ± < 00:01,0.03739,0.03738,19.54,19.54,21.0,0.38,1.0,True
1040,2003 WP21,Apollo Asteroid (Hazard),52968.0,2.2553,0.7819,4.2633,123.6073,38.0413,344.114,0.4918,4.02,3.39,0.0314,11.0,21.45,1932-Nov-20 03:45 ±    00:26,0.04478,0.04444,26.21,26.21,21.5,0.3,1.0,True
1045,2015 MW53,Apollo Asteroid (Hazard),57800.0,1.2024,0.1969,36.4521,314.7935,85.5347,347.6309,0.9656,1.44,1.32,0.0307,22.0,21.6,1932-Dec-15 14:51 ± < 00:01,0.04067,0.04067,19.64,19.63,21.7,0.27,1.0,True
1048,1994 PC1,Apollo Asteroid (Hazard),57800.0,1.3463,0.3283,33.4861,47.6201,117.8944,281.279,0.9042,1.79,1.56,0.0001,95.0,16.8,1933-Jan-17 11:45 ± < 00:01,0.00752,0.00752,19.78,19.76,16.6,1.355,4.0,True
1050,2017 BQ6,Apollo Asteroid (Hazard),57800.0,1.9496,0.5315,9.0094,43.5602,133.0463,352.575,0.9133,2.99,2.72,0.0124,13.0,21.41,1933-Feb-10 17:41 ±    06:19,0.03815,0.03669,10.6,10.6,21.4,0.31,1.0,True
1054,2013 TE135,Apollo Asteroid (Hazard),57800.0,2.3634,0.7582,6.0508,103.0039,182.3388,348.4179,0.5714,4.16,3.63,0.0226,20.0,19.9,1933-Apr-07 11:25 ±    00:14,0.01314,0.013,22.32,22.32,19.9,0.62,2.0,True
1064,2016 PF8,Apollo Asteroid (Hazard),57800.0,1.1299,0.563,5.6753,79.1271,109.6594,222.0459,0.4937,1.77,1.2,0.0245,8.0,21.4,1933-Jul-25 17:45 ± < 00:01,0.02479,0.02479,17.76,17.75,21.4,0.31,1.0,True
1067,2000 RD53,Amor Asteroid (Hazard),57800.0,1.7864,0.4281,9.2852,192.7809,175.9882,308.9015,1.0216,2.55,2.39,0.0246,49.0,19.9,1933-Sep-19 18:47 ± < 00:01,0.024,0.024,7.66,7.64,20.2,0.54,2.0,True
1072,1996 FG3,Apollo Asteroid (Hazard),57800.0,1.054,0.3498,1.9912,24.0302,299.7094,2.6248,0.6853,1.42,1.08,0.0283,142.0,18.4,1933-Nov-24 08:39 ± < 00:01,0.04303,0.04302,10.15,10.14,18.4,1.5579999999999998,2.0,True
1073,1994 XL1,Aten Asteroid (Hazard),56119.0,0.6709,0.5263,28.1672,356.5406,252.6796,201.5351,0.3178,1.02,0.55,0.0359,27.0,20.9,1933-Dec-04 19:20 ± < 00:01,0.03622,0.03622,15.65,15.64,20.8,0.42,1.0,True
1074,2010 MU112,Apollo Asteroid (Hazard),57800.0,1.7561,0.5404,48.0298,119.2085,261.1396,279.3573,0.8072,2.71,2.33,0.0,10.0,20.7,1933-Dec-13 02:15 ±    00:02,0.00821,0.00818,29.16,29.14,20.7,0.621,2.0,True
1077,2002 AY1,Aten Asteroid (Hazard),57800.0,0.779,0.4374,29.8908,323.8317,287.8671,242.0494,0.4383,1.12,0.69,0.0073,45.0,20.8,1934-Jan-07 02:56 ± < 00:01,0.04099,0.04096,18.83,18.83,20.9,0.39,1.0,True
1081,2006 SU49,Apollo Asteroid (Hazard),57800.0,1.4126,0.312,2.5186,198.9784,303.1439,309.8261,0.9718,1.85,1.68,0.0002,57.0,19.5,1934-Feb-20 19:25 ±    09:58,0.02645,0.02632,4.67,4.64,19.5,0.75,2.0,True
1083,2010 DO,Apollo Asteroid (Hazard),57800.0,1.6129,0.7457,11.9331,116.7537,154.5044,124.3808,0.4102,2.82,2.05,0.0173,14.0,21.7,1934-Feb-28 02:11 ±    00:02,0.01355,0.01353,25.54,25.53,21.7,0.151,2.0,True
1084,2011 UV63,Amor Asteroid (Hazard),57800.0,1.1932,0.1342,9.7868,189.7642,13.7182,214.8693,1.0331,1.35,1.3,0.0341,21.0,21.7,1934-Apr-06 06:59 ±    00:11,0.03454,0.03451,5.45,5.43,21.7,0.27,1.0,True
1089,2003 MS2,Apollo Asteroid (Hazard),57800.0,1.0418,0.1263,20.0256,254.6133,100.877,232.1896,0.9102,1.17,1.06,0.0229,40.0,21.2,1934-Jul-01 16:05 ±    00:03,0.02501,0.02501,11.04,11.03,21.2,0.34,1.0,True
1090,2014 QX432,Apollo Asteroid (Hazard),57800.0,1.3662,0.5869,6.4385,68.6098,111.8209,303.3705,0.5644,2.17,1.6,0.019,8.0,19.7,1934-Jul-05 01:55 ±    00:02,0.02829,0.02827,18.95,18.94,19.9,0.62,2.0,True
1111,2010 TX168,Apollo Asteroid (Hazard),57800.0,1.4825,0.5233,26.0087,101.4909,33.0051,137.5321,0.7066,2.26,1.81,0.0215,22.0,20.0,1935-Apr-26 06:46 ± < 00:01,0.0223,0.02229,20.17,20.17,20.1,0.57,2.0,True
1112,2011 YE6,Apollo Asteroid (Hazard),57800.0,2.8073,0.7308,3.0625,348.1693,182.1106,21.0862,0.7556,4.86,4.7,0.0438,12.0,20.8,1935-May-13 23:27 ± 3_22:08,0.04692,0.03434,17.61,17.6,21.0,0.38,1.0,True
1114,2011 LL2,Amor Asteroid (Hazard),57800.0,1.1339,0.0963,24.6763,163.5701,68.2604,273.5856,1.0247,1.24,1.21,0.015,33.0,19.9,1935-May-30 14:32 ±    00:02,0.02243,0.0224,12.95,12.94,20.1,0.58,2.0,True
1115,2001 SX169,Apollo Asteroid (Hazard),57800.0,1.3467,0.4608,2.5138,42.6403,126.9118,129.6143,0.7262,1.97,1.56,0.0261,69.0,18.3,1935-Jun-01 19:53 ±    00:10,0.04828,0.04821,12.09,12.09,18.5,0.576,2.0,True
1116,2016 YT8,Apollo Asteroid (Hazard),57800.0,1.9972,0.6269,9.1018,121.093,75.5819,349.1148,0.7452,3.25,2.82,0.0346,19.0,20.4,1935-Jun-15 01:53 ± < 00:01,0.0384,0.0384,15.92,15.92,20.4,0.49,1.0,True
1118,2002 LV,Apollo Asteroid (Hazard),57800.0,2.3144,0.6053,29.5436,224.2066,132.2048,36.8381,0.9135,3.72,3.52,0.0079,207.0,16.6,1935-Aug-08 16:31 ± < 00:01,0.03532,0.03531,19.64,19.63,16.7,1.816,3.0,True
1119,2011 LJ19,Apollo Asteroid (Hazard),57800.0,2.6199,0.621,1.5383,30.3938,296.5203,104.6167,0.993,4.25,4.24,0.0052,49.0,21.4,1935-Aug-11 06:01 ± 7_15:45,0.01701,0.01121,8.69,8.67,21.3,0.33,2.0,True
1121,2006 KM103,Apollo Asteroid (Hazard),57800.0,1.5736,0.377,11.6833,196.9342,169.5009,77.4862,0.9804,2.17,1.97,0.0125,82.0,20.2,1935-Sep-15 09:45 ± < 00:01,0.0221,0.02209,8.62,8.61,20.2,0.257,2.0,True
1122,2000 SP43,Aten Asteroid (Hazard),57800.0,0.8114,0.467,10.3496,224.3856,350.5892,255.088,0.4325,1.19,0.73,0.0185,118.0,18.5,1935-Sep-19 16:40 ± < 00:01,0.04312,0.04312,12.6,12.59,18.5,0.426,2.0,True
1129,2008 XA2,Apollo Asteroid (Hazard),57800.0,2.3807,0.6156,2.9389,334.4469,39.6573,95.8819,0.9152,3.85,3.67,0.0094,14.0,21.4,1935-Nov-05 02:44 ±    04:07,0.02584,0.02517,10.54,10.53,21.5,0.3,1.0,True
1136,2016 QJ44,Apollo Asteroid (Hazard),57800.0,1.3824,0.3172,10.4472,160.4977,323.114,342.707,0.944,1.82,1.63,0.0276,15.0,20.0,1936-Feb-08 13:40 ± < 00:01,0.04113,0.04113,7.64,7.64,20.3,0.53,1.0,True
1137,2004 EW,Aten Asteroid (Hazard),57800.0,0.9884,0.2792,4.6694,56.0888,342.9559,149.9884,0.7124,1.26,0.98,0.0239,71.0,20.8,1936-Feb-15 08:19 ± < 00:01,0.04907,0.04906,7.28,7.27,20.9,0.39,1.0,True
1138,2015 DR215,Apohele Asteroid (Hazard),57800.0,0.6664,0.4716,4.0902,42.268,314.9791,53.2553,0.3521,0.98,0.54,0.0446,14.0,20.3,1936-Mar-06 08:09 ± < 00:01,0.04441,0.04441,8.66,8.65,20.5,0.47,1.0,True
1141,2003 FH,Apollo Asteroid (Hazard),57800.0,1.3891,0.5406,25.7995,274.3494,24.1605,119.3661,0.6382,2.14,1.64,0.0133,53.0,19.0,1936-Apr-12 21:54 ± < 00:01,0.04672,0.04672,22.39,22.39,19.1,0.89,1.0,True
1151,2012 BJ86,Apollo Asteroid (Hazard),57800.0,1.9801,0.6385,1.3385,99.4041,302.4026,309.6544,0.7158,3.24,2.79,0.0033,21.0,21.3,1936-Aug-15 08:15 ±    00:17,0.0454,0.04524,18.07,18.07,21.3,0.33,1.0,True
1153,2002 OA22,Aten Asteroid (Hazard),57800.0,0.9354,0.2431,6.8833,318.6449,174.1062,165.3874,0.708,1.16,0.9,0.0357,148.0,19.4,1936-Oct-02 08:29 ± < 00:01,0.03511,0.0351,7.46,7.45,19.4,0.78,2.0,True
1155,2011 VU5,Apollo Asteroid (Hazard),57800.0,2.1965,0.5574,30.5385,24.8761,44.1231,219.347,0.9722,3.42,3.26,0.0147,11.0,20.3,1936-Nov-05 00:42 ± 2_10:32,0.03819,0.01949,19.61,19.61,20.4,0.49,1.0,True
1158,2007 XH16,Apollo Asteroid (Hazard),57800.0,1.1871,0.2348,27.4282,58.2931,91.3017,349.2003,0.9083,1.47,1.29,0.0142,45.0,19.6,1936-Dec-22 23:25 ± < 00:01,0.01512,0.01511,15.82,15.81,19.7,0.614,2.0,True
1161,2016 JU33,Apollo Asteroid (Hazard),57800.0,1.8272,0.5344,3.894,223.535,293.4051,133.9985,0.8507,2.8,2.47,0.0098,13.0,20.7,1937-Jan-06 13:41 ±    00:13,0.01724,0.01719,11.59,11.57,20.9,0.265,2.0,True
1163,2010 BK2,Aten Asteroid (Hazard),57800.0,0.9037,0.4479,6.0453,72.6212,278.0884,162.3503,0.4989,1.31,0.86,0.0329,18.0,22.0,1937-Jan-16 10:57 ± < 00:01,0.04058,0.04058,14.48,14.48,22.0,0.12,1.0,True
1164,2001 PT9,Apollo Asteroid (Hazard),57800.0,1.4685,0.4551,7.1749,261.4807,330.1087,300.7737,0.8001,2.14,1.78,0.0285,35.0,20.9,1937-Mar-01 17:46 ± < 00:01,0.02973,0.02973,13.32,13.32,21.0,0.38,1.0,True
1167,2016 FC13,Apollo Asteroid (Hazard),57800.0,1.2582,0.2145,40.9584,219.9456,11.1445,198.0238,0.9882,1.53,1.41,0.0308,11.0,22.0,1937-Mar-31 18:07 ±    00:02,0.03275,0.03274,22.04,22.03,22.1,0.245,1.0,True
1168,2003 GQ22,Aten Asteroid (Hazard),57800.0,0.8721,0.182,17.0199,168.7654,199.5169,192.006,0.7134,1.03,0.81,0.0243,18.0,21.2,1937-Apr-09 11:57 ±    00:04,0.03036,0.03033,8.97,8.96,21.5,0.3,1.0,True
1169,2011 JA,Apollo Asteroid (Hazard),57800.0,1.1844,0.2873,41.597,286.1271,215.0315,228.1238,0.8441,1.52,1.29,0.0003,11.0,21.3,1937-Apr-25 23:41 ± < 00:01,0.02419,0.02419,23.01,23.01,21.3,0.33,1.0,True
1174,2011 JR13,Apollo Asteroid (Hazard),57800.0,1.2991,0.7259,24.6844,129.5373,235.1244,273.7754,0.3561,2.24,1.48,0.0465,47.0,19.5,1937-May-20 12:26 ± < 00:01,0.04356,0.04355,27.1,27.1,19.5,0.75,1.0,True
1175,2000 AF205,Apollo Asteroid (Hazard),57800.0,1.0339,0.2768,2.4093,127.3832,220.0948,189.0609,0.7476,1.32,1.05,0.0181,17.0,21.7,1937-May-24 16:17 ± < 00:01,0.04578,0.04578,9.89,9.89,21.9,0.25,1.0,True
1178,2016 WG9,Apollo Asteroid (Hazard),57800.0,2.3432,0.6419,5.7763,219.748,122.5013,43.0582,0.8391,3.85,3.59,0.0282,7.0,21.1,1937-Jul-10 06:35 ± < 00:01,0.03495,0.03494,14.25,14.24,21.4,0.31,1.0,True
1183,2010 VD72,Aten Asteroid (Hazard),57800.0,0.9184,0.1813,19.1931,310.2,224.115,292.5381,0.7518,1.08,0.88,0.0143,13.0,21.5,1937-Nov-07 08:15 ± < 00:01,0.01299,0.01299,10.71,10.69,21.4,0.129,2.0,True
1185,2005 LW39,Apollo Asteroid (Hazard),57800.0,1.9875,0.716,28.4626,275.1272,251.5968,76.4129,0.5644,3.41,2.8,0.0263,22.0,20.0,1937-Dec-05 05:51 ± < 00:01,0.03836,0.03836,26.84,26.84,20.0,0.59,1.0,True
1187,2016 CA136,Apollo Asteroid (Hazard),57800.0,2.0319,0.7824,1.2437,124.187,240.54,145.873,0.4422,3.62,2.9,0.0066,13.0,19.3,1938-Jan-07 07:58 ± < 00:01,0.03146,0.03146,24.58,24.58,19.4,0.8460000000000001,2.0,True
1188,2008 AF4,Apollo Asteroid (Hazard),57800.0,1.3823,0.4108,8.9194,293.393,109.3805,246.7735,0.8144,1.95,1.63,0.002,82.0,19.6,1938-Jan-09 00:19 ± < 00:01,0.00562,0.00562,11.81,11.77,19.7,0.69,3.0,True
1189,2015 JA2,Apollo Asteroid (Hazard),57800.0,1.0344,0.3494,16.4144,246.2315,126.6506,129.5581,0.673,1.4,1.05,0.0431,22.0,21.0,1938-Jan-19 19:08 ± < 00:01,0.04556,0.04556,13.24,13.24,21.2,0.35,1.0,True
1194,2002 PZ39,Apollo Asteroid (Hazard),57800.0,1.4678,0.5462,1.6687,259.9501,328.9685,85.4909,0.6661,2.27,1.78,0.0028,72.0,18.9,1938-Feb-14 19:31 ± < 00:01,0.04297,0.04297,15.06,15.06,19.0,0.93,1.0,True
1195,2011 CP4,Aten Asteroid (Hazard),56243.0,0.9114,0.8703,9.4422,159.863,148.0532,251.6729,0.1182,1.7,0.87,0.0188,59.0,21.2,1938-Feb-23 08:46 ±    00:31,0.02072,0.02032,29.73,29.72,21.2,0.35,2.0,True
1196,1999 DB7,Apollo Asteroid (Hazard),57800.0,1.2058,0.1948,10.841,29.8666,157.6178,186.0945,0.9709,1.44,1.32,0.0019,43.0,19.9,1938-Mar-03 04:54 ± < 00:01,0.03367,0.03367,6.65,6.64,20.0,0.58,1.0,True
1198,2013 FA8,Apollo Asteroid (Hazard),57800.0,1.9283,0.6739,3.1091,280.2725,166.037,187.9783,0.6289,3.23,2.68,0.0049,21.0,21.0,1938-Mar-11 11:59 ±    00:02,0.00368,0.00366,19.23,19.19,21.1,0.37,3.0,True
1200,2001 HY7,Aten Asteroid (Hazard),55878.0,0.9139,0.4121,5.2086,211.1158,205.2459,162.3287,0.5373,1.29,0.87,0.0357,66.0,20.6,1938-Mar-23 14:30 ±    00:03,0.03909,0.03903,12.23,12.22,20.7,0.43,1.0,True
1201,2014 YB35,Apollo Asteroid (Hazard),57800.0,1.8766,0.4835,12.6435,188.616,3.7676,262.9821,0.9693,2.78,2.57,0.0231,70.0,19.0,1938-Mar-29 07:59 ± < 00:01,0.03602,0.03602,10.12,10.11,19.1,0.29300000000000004,2.0,True
1205,2016 XW17,Apollo Asteroid (Hazard),57800.0,2.6574,0.7601,11.3721,283.1352,267.452,359.7122,0.6376,4.68,4.33,0.0175,16.0,20.4,1938-Jun-26 20:48 ± 5_16:12,0.04954,0.04169,22.67,22.67,20.4,0.49,1.0,True
1206,1991 BN,Apollo Asteroid (Hazard),57800.0,1.4433,0.3982,3.4451,80.874,268.8957,105.13,0.8686,2.02,1.73,0.0208,92.0,19.1,1938-Jul-06 20:06 ± < 00:01,0.03789,0.03789,10.93,10.93,19.2,0.85,2.0,True
1208,2000 CE59,Apollo Asteroid (Hazard),57800.0,1.1376,0.1667,12.264,307.5256,318.7026,261.0763,0.948,1.33,1.21,0.0072,65.0,20.4,1938-Aug-16 11:19 ± < 00:01,0.04505,0.04505,8.61,8.6,20.5,0.46,1.0,True
1209,2014 CD13,Apollo Asteroid (Hazard),57800.0,2.2057,0.7563,6.8826,284.3542,332.4308,312.5432,0.5375,3.87,3.28,0.0219,13.0,21.3,1938-Sep-10 13:37 ±    00:04,0.0351,0.03507,22.68,22.67,21.3,0.436,1.0,True
1213,2003 VE1,Apollo Asteroid (Hazard),57800.0,1.9423,0.4954,16.3365,323.306,29.5555,345.682,0.9801,2.9,2.71,0.0435,16.0,19.4,1938-Oct-17 07:55 ± < 00:01,0.04643,0.04643,12.34,12.33,19.3,0.82,1.0,True
1214,1998 HH49,Apollo Asteroid (Hazard),57800.0,1.5507,0.5023,8.419,287.8574,23.5105,222.1743,0.7719,2.33,1.93,0.0029,11.0,21.3,1938-Oct-17 23:03 ± < 00:01,0.0344,0.03438,15.52,15.52,21.3,0.32,1.0,True
1217,1989 UP,Apollo Asteroid (Hazard),57800.0,1.864,0.4728,3.8566,17.551,53.2527,250.3355,0.9827,2.75,2.54,0.0062,10.0,20.8,1938-Nov-18 23:08 ± < 00:01,0.0052,0.0052,6.89,6.81,20.6,0.3,3.0,True
1220,1999 JV6,Apollo Asteroid (Hazard),56159.0,1.0081,0.3114,5.3191,235.3411,124.5497,306.9399,0.6942,1.32,1.01,0.0312,227.0,20.2,1939-Jan-06 02:04 ± < 00:01,0.03644,0.03644,10.34,10.33,20.3,0.47700000000000004,1.0,True
1228,2007 LD,Apollo Asteroid (Hazard),57800.0,1.7262,0.4394,16.4944,316.8729,226.2519,120.9814,0.9678,2.48,2.27,0.037,37.0,19.3,1939-May-03 00:56 ± < 00:01,0.03808,0.03808,11.95,11.95,19.3,0.83,1.0,True
1230,2008 OX2,Apollo Asteroid (Hazard),57800.0,1.0477,0.6019,6.6484,251.9004,220.2495,239.6628,0.4171,1.68,1.07,0.0322,51.0,20.2,1939-May-17 15:06 ± < 00:01,0.036,0.036,19.39,19.39,20.1,0.56,1.0,True
1234,2016 CO247,Apollo Asteroid (Hazard),57800.0,1.4199,0.5136,18.3458,90.2709,292.2632,283.7406,0.6906,2.15,1.69,0.0167,14.0,20.4,1939-Jul-16 04:14 ± < 00:01,0.02719,0.02719,18.19,18.19,20.6,0.45,1.0,True
1238,2010 DM56,Apollo Asteroid (Hazard),57800.0,1.3057,0.2925,25.6064,48.1416,349.6572,301.4888,0.9238,1.69,1.49,0.0059,30.0,19.9,1939-Sep-13 17:53 ± < 00:01,0.02189,0.02189,14.91,14.9,19.7,0.766,2.0,True
1239,1998 FF14,Apollo Asteroid (Hazard),57800.0,1.2532,0.3121,38.6974,301.1593,359.8546,84.8302,0.862,1.64,1.4,0.0268,18.0,20.7,1939-Sep-24 10:36 ± < 00:01,0.02972,0.02972,22.35,22.35,20.6,0.45,1.0,True
1244,2015 HR11,Apollo Asteroid (Hazard),57800.0,1.2143,0.1694,31.162,197.9943,210.7156,268.9899,1.0085,1.42,1.34,0.022,14.0,21.0,1939-Oct-23 23:50 ± < 00:01,0.02548,0.02547,16.76,16.75,20.9,0.39,1.0,True
1245,2014 VL6,Apollo Asteroid (Hazard),57800.0,1.2437,0.3292,6.0856,279.8343,38.9469,275.8738,0.8343,1.65,1.39,0.0184,22.0,21.3,1939-Oct-25 22:18 ± < 00:01,0.04672,0.04672,11.14,11.13,21.4,0.322,1.0,True
1249,2010 LN14,Apollo Asteroid (Hazard),57800.0,1.1544,0.4748,1.4937,33.4444,342.7746,72.1122,0.6062,1.7,1.24,0.0183,48.0,21.1,1940-Jan-15 16:32 ± < 00:01,0.04693,0.04693,13.37,13.37,21.0,0.37,1.0,True
1264,2005 GY8,Apollo Asteroid (Hazard),57800.0,2.0473,0.6729,2.8294,103.3931,179.733,351.8331,0.6696,3.42,2.93,0.0028,14.0,21.9,1940-Sep-20 08:20 ±    00:03,0.0177,0.01767,17.93,17.92,21.9,0.25,1.0,True
1265,2001 SY269,Apollo Asteroid (Hazard),57800.0,1.6796,0.5973,1.8657,223.6484,232.2789,359.4369,0.6764,2.68,2.18,0.0202,11.0,21.5,1940-Oct-07 14:29 ±    00:20,0.02975,0.02961,15.89,15.89,21.5,0.3,1.0,True
1266,2006 RZ,Apollo Asteroid (Hazard),57800.0,2.4631,0.6429,9.0252,221.0592,197.4586,236.8378,0.8796,4.05,3.87,0.0118,56.0,20.3,1940-Oct-14 21:28 ±    00:06,0.0136,0.01358,11.98,11.96,20.3,0.52,2.0,True
1269,2003 TL4,Aten Asteroid (Hazard),57800.0,0.7766,0.3815,12.1854,321.9348,220.0659,42.61,0.4803,1.07,0.68,0.0247,66.0,19.4,1940-Oct-27 18:10 ± < 00:01,0.02693,0.02692,10.57,10.56,19.6,0.72,2.0,True
1271,2012 XA133,Apollo Asteroid (Hazard),57800.0,1.3281,0.6976,4.0511,77.823,225.7245,317.3664,0.4016,2.25,1.53,0.017,15.0,20.9,1940-Nov-23 01:52 ±    00:26,0.04585,0.04545,24.87,24.87,21.0,0.38,1.0,True
1278,2014 SR339,Apollo Asteroid (Hazard),57800.0,1.2991,0.3038,29.7915,299.5516,138.7851,154.3264,0.9044,1.69,1.48,0.0358,38.0,18.6,1941-Feb-07 02:18 ± < 00:01,0.04678,0.04677,17.77,17.76,18.5,1.338,2.0,True
1283,2010 SH13,Amor Asteroid (Hazard),57800.0,1.206,0.137,13.8625,10.9536,190.6066,90.2626,1.0408,1.37,1.32,0.0434,28.0,21.2,1941-Apr-02 02:40 ±    00:03,0.04416,0.04415,7.5,7.5,21.3,0.33,1.0,True
1285,2015 FC35,Apollo Asteroid (Hazard),57800.0,1.3938,0.395,15.4664,249.6288,12.3502,5.1572,0.8433,1.94,1.65,0.0213,13.0,21.9,1941-Apr-04 14:08 ± < 00:01,0.02217,0.02216,13.75,13.74,22.1,0.23,1.0,True
1292,2004 XO,Apollo Asteroid (Hazard),57800.0,1.0345,0.0967,25.977,71.1795,249.9972,309.482,0.9345,1.13,1.05,0.0194,16.0,21.6,1941-May-29 15:23 ± 6_00:01,0.03224,0.02004,13.96,13.95,21.6,0.28,1.0,True
1294,2013 AX52,Amor Asteroid (Hazard),57800.0,1.198,0.122,32.6001,356.601,289.131,227.9812,1.0519,1.34,1.31,0.0362,17.0,20.2,1941-Jul-10 10:09 ±    00:01,0.04229,0.04228,16.91,16.91,20.2,0.53,1.0,True
1298,2000 CO101,Apollo Asteroid (Hazard),57800.0,1.0764,0.0901,15.3232,64.9411,353.0739,174.0079,0.9795,1.17,1.12,0.0233,137.0,19.1,1941-Sep-17 10:32 ± < 00:01,0.02673,0.02673,8.09,8.07,19.2,0.86,2.0,True
1303,2003 UW29,Apollo Asteroid (Hazard),57800.0,1.1696,0.8385,3.7603,55.1433,196.5875,234.1896,0.1889,2.15,1.26,0.0179,18.0,20.7,1941-Oct-24 07:53 ± < 00:01,0.03629,0.03628,28.95,28.95,20.8,0.4,1.0,True
1304,2015 GZ13,Apollo Asteroid (Hazard),57800.0,1.822,0.5985,33.4983,282.3612,44.6352,222.6873,0.7315,2.91,2.46,0.0333,37.0,19.8,1941-Nov-04 04:38 ±    00:01,0.04647,0.04646,23.64,23.64,19.7,0.68,1.0,True
1307,2007 YV29,Apollo Asteroid (Hazard),57800.0,1.3731,0.357,21.8826,321.8286,59.3252,286.8887,0.883,1.86,1.61,0.0461,26.0,19.0,1941-Nov-26 05:37 ± < 00:01,0.04913,0.04913,14.88,14.88,19.1,0.89,1.0,True
1308,2009 HV58,Apollo Asteroid (Hazard),57800.0,1.9834,0.5835,46.9889,50.9508,69.7599,321.1566,0.826,3.14,2.79,0.0264,19.0,19.6,1941-Nov-29 19:57 ±    00:01,0.04366,0.04364,29.49,29.49,19.6,0.7,1.0,True
1312,2015 SY16,Apollo Asteroid (Hazard),57800.0,1.242,0.4984,5.2706,305.5528,294.6694,61.4658,0.6229,1.86,1.38,0.044,12.0,21.6,1942-Feb-10 11:03 ± < 00:01,0.04982,0.04981,16.59,16.59,21.6,0.29,1.0,True
1316,2014 QO296,Apollo Asteroid (Hazard),57800.0,1.8352,0.469,10.9339,30.5908,193.5556,29.538,0.9746,2.7,2.49,0.0145,12.0,20.2,1942-Apr-10 17:19 ±    00:03,0.02982,0.02981,9.66,9.65,20.2,0.54,1.0,True
1317,2003 AC23,Apollo Asteroid (Hazard),57800.0,2.1721,0.582,2.0599,126.4274,43.811,133.5953,0.9079,3.44,3.2,0.0068,13.0,21.9,1942-Apr-26 14:53 ± < 00:01,0.03586,0.03586,12.09,12.08,21.9,0.25,1.0,True
1318,1998 HJ3,Apollo Asteroid (Hazard),57800.0,1.9861,0.7464,6.5578,94.0816,223.6854,231.5706,0.5038,3.47,2.8,0.0112,26.0,18.8,1942-Apr-28 11:48 ±    00:05,0.02113,0.02112,24.05,24.04,18.9,0.96,2.0,True
1319,1988 TA,Apollo Asteroid (Hazard),57800.0,1.5399,0.4783,2.5312,105.1932,194.7184,325.3013,0.8033,2.28,1.91,0.006,50.0,20.6,1942-May-12 01:25 ±    00:01,0.02548,0.02548,12.8,12.79,21.1,0.4,1.0,True
1320,2000 EH26,Apollo Asteroid (Hazard),57800.0,1.8538,0.4785,0.3985,19.0907,215.2368,230.9907,0.9668,2.74,2.52,0.001,42.0,21.7,1942-May-12 13:58 ±    00:03,0.04361,0.04361,7.37,7.36,21.7,0.28,1.0,True
