,Object Name,Object Classification,Epoch (TDB),Orbit Axis (AU),Orbit Eccentricity,Orbit Inclination (deg),Perihelion Argument (deg),Node Longitude (deg),Mean Anomoly (deg),Perihelion Distance (AU),Aphelion Distance (AU),Orbital Period (yr),Minimum Orbit Intersection Distance (AU),Orbital Reference,Asteroid Magnitude
1110,(2007 HH44),Amor Asteroid,54218,2.4259,0.5712,1.7432,71.2223,173.4852,353.6662,1.0403,3.81,3.78,0.0404,9,25.0
1111,(2007 HZ58),Apollo Asteroid,54216,2.0928,0.5378,6.5485,58.442,202.8421,347.671,0.9674,3.22,3.03,0.052,6,24.9
1112,(2007 HD84),Amor Asteroid,54224,2.4358,0.534,4.6491,173.5372,50.9872,359.1563,1.1351,3.74,3.8,0.1265,7,23.5
1114,(2007 JZ2),Apollo Asteroid,54230,1.8506,0.5375,6.7597,242.4601,48.846,341.7799,0.8558,2.85,2.52,0.0129,6,25.9
1115,(2007 JW9),Amor Asteroid,54232,2.027,0.4408,2.4953,334.9508,230.9569,8.5178,1.1335,2.92,2.89,0.1308,7,24.3
1116,(2007 JG16),Amor Asteroid,57800,1.6569,0.3577,4.2638,48.1287,222.694,191.0762,1.0642,2.25,2.13,0.0717,15,23.6
1118,(2007 KE),Apollo Asteroid,57800,1.6779,0.5234,9.2074,78.6932,81.044,200.6519,0.7997,2.56,2.17,0.0402,13,22.5
1119,(2007 KK),Amor Asteroid,57800,1.4605,0.2637,5.5337,110.9346,105.7032,201.9896,1.0754,1.85,1.77,0.1091,8,23.4
1120,(2007 KD2),Amor Asteroid,57800,2.7874,0.593,2.5856,76.6065,187.3521,31.0827,1.1343,4.44,4.65,0.128,15,23.1
1122,(2007 KE4),Amor Asteroid,54245,2.4075,0.5761,9.3932,194.4424,65.1023,356.3315,1.0205,3.79,3.74,0.0168,7,25.2
1125,(2007 LT),Apollo Asteroid,57800,1.4979,0.3796,0.6852,342.8096,222.2017,128.3287,0.9294,2.07,1.83,0.0058,14,22.5
1126,(2007 LU),Apollo Asteroid,57800,2.1745,0.5346,1.3707,197.4503,42.2879,11.0848,1.0119,3.34,3.21,0.0058,8,23.4
1127,(2007 LT19),Amor Asteroid,57800,1.4699,0.2982,6.7084,15.4009,262.2616,146.8903,1.0315,1.91,1.78,0.0222,10,25.3
1128,(2007 LW19),Apollo Asteroid,57800,2.3456,0.5813,2.1242,232.9818,63.702,240.6871,0.9821,3.71,3.59,0.0176,7,23.5
1131,(2007 MB4),Apollo Asteroid,57800,2.2311,0.5758,1.1729,98.5566,222.8888,311.9027,0.9464,3.52,3.33,0.0155,16,22.6
1133,(2007 NT4),Amor Asteroid,54298,1.6553,0.347,9.3025,169.8375,102.1712,11.2543,1.081,2.23,2.13,0.0669,6,23.8
1134,(2007 OH3),Amor Asteroid,57800,1.9472,0.461,8.3044,3.888,296.3804,187.5245,1.0495,2.84,2.72,0.0346,13,24.4
1136,(2007 PD8),Amor Asteroid,57800,2.1129,0.4843,4.0472,261.5007,66.4175,32.7423,1.0896,3.14,3.07,0.1071,11,22.6
1138,(2007 PS25),Aten Asteroid,57800,0.7284,0.422,6.7163,8.0613,141.4391,268.9949,0.421,1.04,0.62,0.0106,9,25.5
1139,(2007 RF1),Aten Asteroid,57800,0.8369,0.2364,2.5917,350.7684,159.8651,321.4253,0.6391,1.03,0.77,0.0122,7,26.1
1140,(2007 RG1),Amor Asteroid,57800,1.6499,0.3624,3.1774,24.3718,323.2143,162.9053,1.052,2.25,2.12,0.0493,10,25.8
1142,(2007 RJ1),Apollo Asteroid,57800,1.4486,0.3854,8.1755,235.4097,172.7437,120.1009,0.8903,2.01,1.74,0.0038,16,25.2
1145,(2007 RG2),Amor Asteroid,54353,2.2077,0.5325,0.736,253.5375,112.693,355.6413,1.032,3.38,3.28,0.0323,11,23.8
1146,(2007 RX8),Apollo Asteroid,57800,1.1383,0.211,9.3906,281.9587,348.4582,333.573,0.8981,1.38,1.21,0.0222,10,24.5
1147,(2007 RY8),Apollo Asteroid,54355,1.3468,0.4961,5.9718,258.3609,352.6318,41.2943,0.6787,2.01,1.56,0.0159,9,25.2
1152,(2007 RP12),Amor Asteroid,57800,2.2765,0.4987,0.3185,340.1653,17.5687,265.211,1.1413,3.41,3.43,0.1379,13,24.6
1153,(2007 RQ12),Apollo Asteroid,57800,1.7921,0.473,1.2389,222.2923,84.4988,348.56,0.9444,2.64,2.4,0.0014,8,23.6
1154,(2007 RS12),Amor Asteroid,57800,2.1367,0.4529,6.96,170.8749,172.4006,9.6478,1.169,3.1,3.12,0.1633,11,23.2
1156,(2007 RV12),Amor Asteroid,57800,1.6672,0.3894,4.0138,190.1172,163.3413,135.7647,1.0179,2.32,2.15,0.0143,9,25.6
1159,(2007 RP17),Amor Asteroid,54359,2.0871,0.485,4.2392,332.8276,349.4912,8.6669,1.0749,3.1,3.02,0.0704,7,24.2
1160,(2007 RR17),Amor Asteroid,57800,2.1702,0.5287,1.7238,348.3222,354.8095,342.4077,1.0227,3.32,3.2,0.0168,16,23.6
1162,(2007 RT17),Apollo Asteroid,54357,2.0384,0.5284,7.1798,311.1042,354.7717,13.302,0.9612,3.12,2.91,0.0347,7,25.6
1163,(2007 RU19),Amor Asteroid,54357,1.7208,0.4073,2.842,340.451,353.1996,6.9722,1.0199,2.42,2.26,0.0171,5,26.6
1164,(2007 RW19),Apollo Asteroid,57800,1.7035,0.4595,9.5419,52.8066,351.7372,66.9011,0.9207,2.49,2.22,0.0252,13,24.7
1171,(2007 SS1),Amor Asteroid,57800,2.2026,0.5327,3.3601,327.4954,33.3102,313.5925,1.0294,3.38,3.27,0.0407,17,23.6
1172,(2007 SU1),Apollo Asteroid,57800,2.406,0.592,2.4542,30.5002,354.8497,181.3325,0.9816,3.83,3.73,0.0084,9,25.5
1173,(2007 SV1),Aten Asteroid,57800,0.7563,0.3786,4.1046,189.824,348.0601,287.3873,0.4699,1.04,0.66,0.0112,10,24.7
1176,(2007 SG11),Aten Asteroid,57800,0.8353,0.2483,6.8844,345.6779,193.6756,296.1888,0.6279,1.04,0.76,0.027,21,22.6
1177,(2007 TD),Aten Asteroid,57800,0.6902,0.5344,3.5099,12.4894,185.7397,279.7373,0.3214,1.06,0.57,0.0059,10,24.4
1179,(2007 TD1),Amor Asteroid,57800,2.3934,0.5603,2.0661,0.6796,7.6799,193.4501,1.0525,3.73,3.7,0.0521,10,25.4
1180,(2007 TG1),Amor Asteroid,57800,2.0668,0.4869,3.6038,219.0909,187.1316,42.9047,1.0605,3.07,2.97,0.0794,14,24.4
1188,(2007 TJ15),Amor Asteroid,54382,2.0647,0.478,2.2581,322.8937,26.2892,8.4926,1.0777,3.05,2.97,0.0753,5,25.3
1189,(2007 TL15),Apollo Asteroid,54383,1.3844,0.5434,1.3166,240.763,29.8114,42.8243,0.6321,2.14,1.63,0.0102,8,24.3
1193,(2007 TV18),Apollo Asteroid,57800,1.2375,0.3479,0.9339,289.2102,353.2768,340.8765,0.807,1.67,1.38,0.0015,26,23.8
1194,(2007 TA23),Amor Asteroid,57800,1.3825,0.2486,6.0517,5.7393,18.4309,268.5357,1.0389,1.73,1.63,0.0428,8,24.9
1196,(2007 TT24),Amor Asteroid,54385,1.4403,0.2802,0.817,19.6711,6.095,355.412,1.0367,1.84,1.73,0.0402,5,27.0
1197,(2007 TW24),Apollo Asteroid,54385,2.1596,0.5959,2.3256,59.1251,14.1073,347.1123,0.8727,3.45,3.17,0.0077,6,26.1
1198,(2007 TX24),Amor Asteroid,57800,2.3151,0.5375,8.2136,169.2395,200.1015,237.3923,1.0707,3.56,3.52,0.075,10,24.9
1199,(2007 TY24),Amor Asteroid,54388,2.5123,0.5801,4.2977,180.7462,194.3125,1.6102,1.0548,3.97,3.98,0.0553,10,25.3
1202,(2007 TU68),Apollo Asteroid,54389,2.3447,0.5676,1.7523,204.2881,194.3609,356.4064,1.0139,3.68,3.59,0.0237,8,25.7
1203,(2007 TV68),Amor Asteroid,57800,2.6099,0.5696,1.7828,337.9139,46.9329,77.6952,1.1233,4.1,4.22,0.1283,16,23.0
1204,(2007 TX68),Apollo Asteroid,54387,2.0326,0.5322,4.3882,38.7486,21.6377,348.982,0.9507,3.11,2.9,0.0116,6,26.8
1207,(2007 TH71),Apollo Asteroid,57800,1.3414,0.3132,7.0654,52.8717,20.0126,336.9781,0.9213,1.76,1.55,0.0114,7,26.5
1209,(2007 TN74),Aten Asteroid,57800,0.8963,0.2984,9.6862,146.2379,14.8597,251.0146,0.6288,1.16,0.85,0.0491,6,25.6
1217,(2007 UT3),Aten Asteroid,57800,0.7732,0.3988,0.6055,26.3047,155.4064,133.4485,0.4648,1.08,0.68,0.0001,8,25.9
1218,(2007 UU3),Apollo Asteroid,54395,1.8672,0.5016,2.4493,254.0702,180.9305,346.1187,0.9306,2.8,2.55,0.0261,9,23.8
1219,(2007 UC6),Apollo Asteroid,54394,1.591,0.5984,1.7532,119.5342,0.3145,330.8397,0.6389,2.54,2.01,0.0143,6,23.1
1220,(2007 UE6),Apollo Asteroid,54394,1.5449,0.5704,6.2964,286.2227,197.8488,328.8391,0.6637,2.43,1.92,0.0231,5,24.0
1221,(2007 UF6),Apollo Asteroid,54395,1.9565,0.5246,3.4963,231.3121,200.6984,347.4385,0.9302,2.98,2.74,0.0161,7,25.8
1227,(2007 UT65),Amor Asteroid,57800,2.0588,0.4798,9.872,35.8279,37.5238,41.9592,1.071,3.05,2.95,0.1142,8,24.2
1230,(2007 VB3),Amor Asteroid,57800,1.6497,0.3367,1.6866,18.2552,38.4706,130.5863,1.0943,2.21,2.12,0.1068,7,25.1
1233,(2007 VF3),Amor Asteroid,54407,2.3263,0.514,7.8484,191.6813,214.9449,358.2813,1.1305,3.52,3.55,0.1412,5,24.8
1235,(2007 VH3),Amor Asteroid,57800,1.9713,0.4322,2.9192,345.2489,120.2609,104.0159,1.1193,2.82,2.77,0.1369,24,22.7
1237,(2007 VL3),Apollo Asteroid,57800,1.4556,0.4524,2.4253,102.1512,224.8395,138.5994,0.7971,2.11,1.76,0.0068,6,26.1
1238,(2007 VS6),Apollo Asteroid,54408,1.2359,0.4466,7.9569,83.2854,220.3656,45.6045,0.6839,1.79,1.37,0.0142,5,26.3
1240,(2007 VV6),Amor Asteroid,57800,1.4158,0.2803,3.8071,149.8918,235.7391,192.9774,1.019,1.81,1.68,0.0377,14,24.8
1241,(2007 VV7),Apollo Asteroid,54409,1.7769,0.4384,0.7823,97.519,274.2849,11.0257,0.9979,2.56,2.37,0.0133,7,26.8
1243,(2007 VE8),Amor Asteroid,54411,2.5073,0.5859,7.2157,351.7039,44.0202,1.958,1.0382,3.98,3.97,0.0477,11,25.4
1246,(2007 VK8),Apollo Asteroid,54411,1.404,0.539,3.335,0.1523,147.8999,318.868,0.6472,2.16,1.66,0.0574,8,23.1
1248,(2007 VT83),Apollo Asteroid,54412,1.3055,0.2956,6.9185,290.1763,38.3464,42.7234,0.9196,1.69,1.49,0.0376,5,24.3
1249,(2007 VU83),Apollo Asteroid,57800,2.3546,0.5859,0.6016,269.2473,107.2311,209.9504,0.9751,3.73,3.61,0.0097,8,25.3
1251,(2007 VW83),Aten Asteroid,57800,0.9015,0.2199,7.0944,163.3564,39.0836,156.8195,0.7032,1.1,0.86,0.0659,9,24.1
1255,(2007 VB138),Aten Asteroid,57800,0.7726,0.4316,6.0494,161.6301,42.049,108.0385,0.4391,1.11,0.68,0.0247,5,26.1
1258,(2007 VD184),Apollo Asteroid,57800,1.944,0.5037,1.2326,204.4253,239.3702,138.4281,0.9648,2.92,2.71,0.0013,11,23.2
1259,(2007 VE184),Amor Asteroid,54416,2.0569,0.4913,2.9535,161.3598,231.5008,4.6436,1.0464,3.07,2.95,0.0549,5,26.0
1262,(2007 VB188),Aten Asteroid,57800,0.8814,0.2247,7.2145,155.064,43.0603,294.5768,0.6834,1.08,0.83,0.0403,5,26.3
1269,(2007 WC),Amor Asteroid,54421,2.2701,0.5477,0.6556,307.6608,104.5216,0.6761,1.0268,3.51,3.42,0.0384,6,25.8
1270,(2007 WJ3),Apollo Asteroid,57800,1.1921,0.3715,6.2539,91.6154,235.2382,84.0777,0.7492,1.63,1.3,0.0074,7,26.2
1271,(2007 WK3),Apollo Asteroid,57800,1.6453,0.3889,9.9744,202.8265,233.6248,128.6544,1.0054,2.29,2.11,0.0353,7,26.2
1273,(2007 WM3),Aten Asteroid,57800,0.794,0.4281,6.4702,204.0778,55.4502,148.1045,0.4541,1.13,0.71,0.0227,8,23.1
1276,(2007 WU3),Apollo Asteroid,57800,1.0111,0.204,2.3933,351.9303,177.7037,303.2449,0.8048,1.22,1.02,0.0401,11,23.8
1277,(2007 WW3),Amor Asteroid,54423,2.0726,0.4612,5.6434,7.1002,50.1986,0.3023,1.1168,3.03,2.98,0.1287,6,23.9
1278,(2007 WT4),Amor Asteroid,57800,2.2384,0.4224,7.0297,201.5488,228.6807,269.0053,1.2929,3.18,3.35,0.3107,9,22.5
1279,(2007 WZ4),Apollo Asteroid,57800,1.362,0.2816,2.9459,316.3371,62.7705,312.7975,0.9784,1.75,1.59,0.0185,11,24.3
1280,(2007 WC5),Aten Asteroid,57800,0.9731,0.2103,8.5416,66.3744,236.65,317.3518,0.7684,1.18,0.96,0.0154,5,27.3
1281,(2007 WD5),Apollo Asteroid,57800,2.4645,0.5967,2.4302,310.0059,68.3006,150.8876,0.994,3.94,3.87,0.0273,17,24.3
1283,(2007 XP),Aten Asteroid,54439,0.9863,0.2707,7.6488,64.6768,255.6738,83.5278,0.7193,1.25,0.98,0.02,6,23.75
1285,(2007 XZ9),Apollo Asteroid,54442,2.0429,0.5866,3.0366,125.8557,247.9898,14.9355,0.8445,3.24,2.92,0.0016,10,24.8
1288,(2007 XA23),Apollo Asteroid,57800,1.6064,0.3769,8.3259,62.6353,78.8907,155.4255,1.001,2.21,2.04,0.0967,11,23.0
1292,(2007 XW23),Apollo Asteroid,54450,1.4507,0.3861,7.8231,299.247,81.5865,28.1791,0.8906,2.01,1.75,0.0237,6,25.8
1297,(2007 YH1),Apollo Asteroid,54452,2.0723,0.5643,3.1902,72.6849,72.0712,345.2571,0.9028,3.24,2.98,0.0297,5,25.0
1303,(2007 YS56),Aten Asteroid,57800,0.9426,0.284,6.2463,63.6958,274.6436,81.2755,0.675,1.21,0.92,0.0029,10,25.7
1304,(2007 YT56),Apollo Asteroid,57800,1.2939,0.2875,5.9983,81.7952,302.5042,119.301,0.9218,1.67,1.47,0.047,11,23.4
1305,(2007 YY59),Amor Asteroid,54470,2.5007,0.5922,0.6843,300.9513,121.9019,9.8726,1.0198,3.98,3.95,0.0341,5,24.1
1307,(2008 AE4),Amor Asteroid,57800,2.3342,0.5581,5.5067,28.8479,101.5372,193.4359,1.0315,3.64,3.57,0.0616,15,23.9
1309,(2008 AU28),Apollo Asteroid,57800,2.0002,0.5349,4.2344,40.209,108.5464,66.1362,0.9303,3.07,2.83,0.0094,9,24.8
1310,(2008 AL33),Amor Asteroid,57800,2.5458,0.5041,1.7172,142.9309,358.351,78.0133,1.2625,3.83,4.06,0.2763,15,22.7
1311,(2008 AP33),Apollo Asteroid,57800,1.3386,0.4817,8.25,257.4557,122.5157,352.4348,0.6938,1.98,1.55,0.0268,9,23.9
1313,(2008 BE),Amor Asteroid,57800,1.9768,0.4147,3.0384,59.2447,74.6718,90.5877,1.157,2.8,2.78,0.1783,16,22.9
1315,(2008 BV2),Amor Asteroid,57800,2.0326,0.3999,5.7406,147.5373,332.3983,47.9873,1.2197,2.85,2.9,0.242,10,22.8
1316,(2008 BX2),Aten Asteroid,57800,0.8572,0.3411,3.1376,350.6336,336.6222,292.6926,0.5649,1.15,0.79,0.0315,20,23.6
1321,(2008 CF),Amor Asteroid,57800,1.9282,0.4711,1.9065,26.1126,124.2048,130.4482,1.0198,2.84,2.68,0.0346,7,26.5
1322,(2008 CJ),Amor Asteroid,54499,2.383,0.5696,2.2253,2.5114,132.0163,359.7447,1.0255,3.74,3.68,0.0398,6,27.4
1323,(2008 CK),Apollo Asteroid,54500,2.0929,0.5261,7.2924,341.3067,131.4958,5.819,0.9919,3.19,3.03,0.0203,9,26.2
1326,(2008 CQ),Apollo Asteroid,57800,1.2537,0.3645,8.7206,281.7161,134.1632,202.1353,0.7968,1.71,1.4,0.0113,9,25.4
1329,(2008 CB6),Apollo Asteroid,57800,1.6029,0.4075,0.3113,300.5606,240.2385,143.9703,0.9497,2.26,2.03,0.0021,10,26.9
1331,(2008 CE6),Apollo Asteroid,57800,1.8998,0.4777,0.8074,323.2703,149.6818,169.3183,0.9923,2.81,2.62,0.012,14,23.4
1335,(2008 CC22),Apollo Asteroid,54509,1.9617,0.5673,4.4171,248.2259,327.8301,340.1644,0.8487,3.07,2.75,0.0197,8,24.0
1336,(2008 CE22),Apollo Asteroid,57800,1.2208,0.3122,4.8064,110.3484,318.8179,287.5986,0.8397,1.6,1.35,0.0024,10,26.4
1337,(2008 CF22),Apollo Asteroid,57800,2.0295,0.564,2.1338,43.7762,141.7036,31.8183,0.8849,3.17,2.89,0.0004,7,26.0
1341,(2008 CH70),Aten Asteroid,57800,0.8528,0.3195,6.5226,188.1436,144.5422,317.5853,0.5804,1.13,0.79,0.0663,7,24.4
1342,(2008 CK70),Apollo Asteroid,57800,1.103,0.4694,6.0751,105.8623,145.751,226.854,0.5852,1.62,1.16,0.0002,12,24.9
1344,(2008 CC71),Apollo Asteroid,54509,1.4544,0.3692,1.8761,222.2944,339.2336,333.5612,0.9175,1.99,1.75,0.0006,10,24.9
1345,(2008 CG116),Amor Asteroid,57800,2.4587,0.5825,5.086,198.6324,309.3269,119.3165,1.0266,3.89,3.86,0.046,5,24.2
1347,(2008 CN116),Apollo Asteroid,57800,1.2195,0.3611,2.3879,87.7355,135.667,206.0758,0.7791,1.66,1.35,0.0068,6,26.6
1348,(2008 CP116),Amor Asteroid,57800,2.4756,0.5669,0.4386,175.1016,316.2158,115.2005,1.0721,3.88,3.9,0.0869,17,22.9
1350,(2008 CW118),Amor Asteroid,54507,1.784,0.415,2.2941,332.7689,127.9405,15.5151,1.0435,2.52,2.38,0.0626,5,25.0
1353,(2008 CA119),Amor Asteroid,54512,1.6058,0.3657,9.7779,214.9815,330.9512,344.0967,1.0185,2.19,2.03,0.061,7,23.1
1357,(2008 CB175),Amor Asteroid,57800,1.3474,0.2402,9.1281,344.6696,148.3427,280.337,1.0237,1.67,1.56,0.0417,9,25.4
1358,(2008 DB),Apollo Asteroid,57800,1.0546,0.233,4.2232,274.9974,141.5565,176.7651,0.8089,1.3,1.08,0.0019,14,25.7
1366,(2008 DU22),Apollo Asteroid,57800,1.3799,0.3985,3.1,71.1651,154.9986,161.2683,0.8301,1.93,1.62,0.0061,5,26.3
1368,(2008 DW22),Amor Asteroid,57800,1.7498,0.3818,0.8357,75.0703,105.8169,305.3086,1.0818,2.42,2.31,0.0863,11,25.6
1371,(2008 EH),Apollo Asteroid,57800,2.3352,0.5867,3.7242,186.0108,28.5087,170.5749,0.9652,3.71,3.57,0.0194,10,22.8
1376,(2008 EQ),Apollo Asteroid,57800,1.7542,0.4582,2.7244,35.6934,168.6614,293.3687,0.9504,2.56,2.32,0.004,7,24.1
1379,(2008 EW5),Amor Asteroid,57800,2.0006,0.4553,2.533,134.3428,21.9348,61.6535,1.0897,2.91,2.83,0.1042,10,24.1
1380,(2008 EX5),Apollo Asteroid,57800,1.3609,0.3915,3.3869,66.0898,16.2596,272.4362,0.8281,1.89,1.59,0.0007,15,23.8
1381,(2008 EM6),Apollo Asteroid,54531,1.8391,0.4895,9.15,54.6613,165.2056,342.108,0.9388,2.74,2.49,0.0456,5,25.7
1382,(2008 EP7),Apollo Asteroid,57800,1.3204,0.2963,5.7386,84.4324,162.0645,275.0406,0.9291,1.71,1.52,0.0572,12,23.6
1383,(2008 EQ7),Amor Asteroid,57800,1.4108,0.223,5.9673,65.3815,142.4488,98.897,1.0962,1.73,1.68,0.133,28,22.6
1384,(2008 EZ7),Apollo Asteroid,57800,1.7978,0.4479,9.3025,4.8718,168.6665,253.8809,0.9926,2.6,2.41,0.0007,7,27.0
1386,(2008 ED8),Apollo Asteroid,57800,2.192,0.5494,7.7358,2.7445,169.734,270.1237,0.9876,3.4,3.25,0.0051,13,23.9
1387,(2008 EF9),Apollo Asteroid,57800,2.1482,0.5976,6.6265,77.011,152.5567,288.1445,0.8644,3.43,3.15,0.0509,10,22.5
1388,(2008 EG9),Apollo Asteroid,54535,1.4048,0.3854,2.8373,280.3775,326.469,321.6099,0.8634,1.95,1.67,0.0145,5,25.2
1390,(2008 EG32),Apollo Asteroid,57800,1.6014,0.43,4.8286,134.201,350.021,165.5814,0.9129,2.29,2.03,0.004,8,27.1
1391,(2008 EJ68),Apollo Asteroid,54530,1.0904,0.2778,7.7476,99.8964,166.2955,290.571,0.7874,1.39,1.14,0.0211,12,27.05
1392,(2008 EM68),Apollo Asteroid,54533,1.5361,0.5766,4.7659,266.6867,350.6915,332.443,0.6503,2.42,1.9,0.0002,5,27.5
1393,(2008 EV68),Amor Asteroid,57800,1.46,0.2843,3.2661,288.8949,191.3083,51.5379,1.0448,1.88,1.76,0.0809,9,23.5
1395,(2008 EW84),Apollo Asteroid,54538,1.7505,0.5832,5.3464,82.9546,170.5663,335.8476,0.7296,2.77,2.32,0.0141,5,24.5
1399,(2008 EE85),Apollo Asteroid,57800,1.2163,0.3847,6.5219,270.7992,7.4371,176.3772,0.7483,1.68,1.34,0.0083,17,22.7
1400,(2008 EF85),Apollo Asteroid,54540,2.089,0.5419,4.85,144.2794,355.2847,9.3398,0.9569,3.22,3.02,0.0125,5,26.8
1403,(2008 EJ85),Apollo Asteroid,57800,1.2075,0.2602,6.6855,301.6858,169.1704,296.6927,0.8933,1.52,1.33,0.0015,9,25.1
1404,(2008 EL85),Apollo Asteroid,54540,1.8966,0.5563,2.2654,310.7733,161.4922,17.0954,0.8414,2.95,2.61,0.0039,5,25.6
1407,(2008 FC),Apollo Asteroid,57800,1.5158,0.3443,5.4367,350.006,170.6849,287.8316,0.9939,2.04,1.87,0.0041,11,24.8
1409,(2008 FH),Apollo Asteroid,54556,1.585,0.5048,3.4619,264.0992,5.2039,330.7325,0.7849,2.38,2.0,0.0154,8,24.3
1411,(2008 FK),Apollo Asteroid,54554,1.9178,0.5747,3.0245,300.5441,182.8341,17.2757,0.8157,3.02,2.66,0.0004,9,27.3
1412,(2008 FM),Apollo Asteroid,54553,1.8694,0.4701,9.9969,311.7611,189.0271,15.9392,0.9906,2.75,2.56,0.0683,5,24.7
1413,(2008 FO),Apollo Asteroid,57800,1.2403,0.2758,0.7386,141.2532,336.0092,197.5677,0.8981,1.58,1.38,0.0039,17,23.2
1416,(2008 FH5),Apollo Asteroid,54554,1.9594,0.5198,0.7557,51.4532,179.4166,347.9164,0.9409,2.98,2.74,0.0039,6,27.0
1418,(2008 FJ7),Apollo Asteroid,57800,1.1339,0.2913,0.4702,359.7127,99.909,187.4881,0.8036,1.46,1.21,0.0081,8,25.9
1419,(2008 FK7),Amor Asteroid,57800,1.8881,0.394,1.4277,251.8737,346.7298,134.3092,1.1442,2.63,2.59,0.1349,13,23.1
1420,(2008 FL7),Apollo Asteroid,57800,2.0795,0.5173,2.1281,121.3313,39.9376,355.6332,1.0037,3.16,3.0,0.0318,10,24.5
1421,(2008 GE),Apollo Asteroid,57800,1.2717,0.2089,9.9308,95.3268,39.4484,105.0362,1.0061,1.54,1.43,0.1245,14,23.3
1423,(2008 GK),Apollo Asteroid,54561,1.6767,0.5735,8.5337,272.3614,191.7066,28.0286,0.7152,2.64,2.17,0.0263,9,23.5
1424,(2008 GQ),Amor Asteroid,54560,1.7013,0.3726,4.8564,159.2516,14.2664,8.8492,1.0674,2.34,2.22,0.0762,7,24.9
1425,(2008 GR),Apollo Asteroid,54560,1.7396,0.439,3.1267,224.4365,17.0724,342.6612,0.976,2.5,2.29,0.0168,5,25.6
1431,(2008 GP3),Apollo Asteroid,57800,1.1718,0.3923,4.3539,277.976,18.7058,301.7977,0.7121,1.63,1.27,0.0082,10,25.3
1432,(2008 GR3),Amor Asteroid,57800,1.5324,0.3116,1.3638,113.1211,130.5964,217.5846,1.0549,2.01,1.9,0.0476,20,24.9
1433,(2008 GX3),Apollo Asteroid,54566,1.8871,0.4762,9.5315,25.0286,196.8695,352.8933,0.9884,2.79,2.59,0.0136,7,26.3
1434,(2008 GZ3),Amor Asteroid,57800,2.0592,0.4884,1.0615,168.2354,34.3082,358.2947,1.0535,3.06,2.96,0.0506,7,25.2
1436,(2008 GL20),Aten Asteroid,57800,0.8939,0.2022,6.885,220.7837,198.8199,297.0172,0.7131,1.07,0.85,0.0069,9,26.6
1437,(2008 GU20),Amor Asteroid,57800,1.9243,0.4117,5.6103,349.6418,203.5177,116.5712,1.1321,2.72,2.67,0.1324,23,22.9
1438,(2008 GB21),Apollo Asteroid,57800,1.4594,0.4137,1.5004,305.7747,192.252,34.4988,0.8556,2.06,1.76,0.0025,11,25.9
1439,(2008 GX21),Amor Asteroid,57800,1.9081,0.4151,9.5233,166.6719,27.0031,130.9684,1.1161,2.7,2.64,0.118,11,22.7
1440,(2008 GD110),Apollo Asteroid,57800,1.0227,0.2542,5.3445,100.9801,213.117,118.7882,0.7627,1.28,1.03,0.0001,11,24.5
1441,(2008 GE128),Apollo Asteroid,54571,1.8246,0.464,1.722,347.2647,182.7226,12.4612,0.978,2.67,2.46,0.0042,5,25.8
1442,(2008 HG),Amor Asteroid,57800,2.1089,0.5071,5.9096,197.9902,43.0463,308.6611,1.0395,3.18,3.06,0.0372,16,23.8
1443,(2008 HJ),Apollo Asteroid,57800,1.6321,0.4066,0.9255,204.1237,47.4767,67.0104,0.9685,2.3,2.09,0.0017,10,25.8
1444,(2008 HX1),Apollo Asteroid,54583,2.1966,0.583,6.8042,47.5726,212.7982,348.634,0.9159,3.48,3.26,0.0125,5,23.7
1446,(2008 HA2),Amor Asteroid,57800,1.7557,0.4018,1.3493,314.6942,215.3734,300.6828,1.0502,2.46,2.33,0.0587,10,24.4
1447,(2008 HB2),Amor Asteroid,57800,1.6789,0.3793,0.6898,168.0432,42.0018,19.5418,1.0421,2.32,2.18,0.037,8,25.5
1448,(2008 HD2),Apollo Asteroid,57800,1.4694,0.4463,2.9725,255.8035,40.1874,307.7367,0.8136,2.13,1.78,0.0069,10,25.0
1449,(2008 HE2),Amor Asteroid,57800,2.027,0.458,9.4728,187.2459,38.8159,15.652,1.0986,2.96,2.89,0.0918,9,23.6
1451,(2008 HQ3),Apollo Asteroid,57800,1.357,0.2631,1.7907,334.9346,211.7138,222.615,1.0001,1.71,1.58,0.0073,7,27.5
1454,(2008 HC38),Apollo Asteroid,57800,1.2795,0.4808,1.5022,272.2794,213.364,68.1523,0.6644,1.89,1.45,0.0005,10,26.3
1455,(2008 JC),Apollo Asteroid,57800,1.0454,0.4633,2.5025,58.1534,47.905,142.6753,0.5611,1.53,1.07,0.0063,6,26.5
1459,(2008 JV2),Apollo Asteroid,57800,2.0874,0.5198,3.1898,138.5406,48.4414,341.7729,1.0023,3.17,3.02,0.0274,10,24.7
1460,(2008 JL3),Apollo Asteroid,57800,2.1597,0.5447,0.8985,155.5729,40.2518,284.14,0.9833,3.34,3.17,0.001,8,25.4
1461,(2008 JR14),Amor Asteroid,57800,1.6457,0.3753,7.8642,333.3073,231.2611,65.9406,1.0281,2.26,2.11,0.04,15,25.0
1462,(2008 JP24),Apollo Asteroid,57800,1.2486,0.2774,1.1533,125.1958,41.3924,139.9903,0.9023,1.59,1.4,0.0015,8,26.7
1463,(2008 JM26),Apollo Asteroid,54600,1.3704,0.3101,5.1991,301.7155,231.6926,32.5925,0.9455,1.8,1.6,0.0228,5,25.6
